ID,Year,Host,strain name
EPI2960181,2023,Aves,A/Mute_Swan/England/000027/2023
EPI2614086,2023,Aves,A/red-tailed hawk/Kansas/23-009211-001/2023
EPI3309912,2022,Aves,A/Razorbill/NL/FAV-0863-2/2022
EPI2932992,2023,Anseriformes,A/barnacle goose/Sweden/SVA231212SZ0239/FB004941/M-2023
EPI2560127,2022,Aves,A/seagull/Spain/4878-10_23VIR1687-18/2022
EPI2140243,2021,Galliformes,A/chicken/Italy/21VIR10382/2021
EPI2751944,2023,Galliformes,A/chicken/Niigata/22E11T/2023
EPI2671494,2023,Aves,A/sandwich_tern/Spain/2988-5-2023_23VIR6502-35/2023
EPI2960173,2023,Aves,A/Canada_Goose/England/142157/2023
PP755741,2024,Artiodactyla,A/cattle/Texas/24-009495-005/2024
EPI2614070,2023,Aves,A/snowy egret/California/23-009161-004/2023
EPI2560119,2022,Aves,A/seagull/Spain/4878-9_23VIR1687-17/2022
EPI2751939,2023,Galliformes,A/chicken/Niigata/22D9T/2023
EPI2132626,2021,Galliformes,A/chicken/South Africa/690813/2021 (H5N1)
EPI2856891,2023,Aves,A/American_Crow/BC/AIVPHL-1246/2023
EPI3313154,2022,Aves,A/Turkey/BC/FAV-1232-1/2022
EPI3305544,2022,Aves,A/Northern_Gannet/NS/FAV-0696-1/2022
EPI2560111,2022,Charadriiformes,A/yellow-legged_gull/Spain/4836-4_23VIR1687-16/2022
EPI2751931,2023,Galliformes,A/chicken/Niigata/22D5T/2023
EPI2671487,2023,Aves,A/common_tern/Spain/2903-11-2023_23VIR6502-33/2023
EPI3298836,2022,Aves,A/Great_Black-Backed_Gull/NB/FAV-0251-1/2022
EPI2745266,2022,Suliformes,A/Guanay cormorant/Peru/PIU-SER024/2022
EPI2606453,2022,Galliformes,A/chicken/Ohio/OH22-26275-1/2022
EPI2614062,2023,Aves,A/peregrine falcon/California/23-009161-001/2023
EPI2856886,2023,Aves,A/American_Wigeon/BC/AIVPHL-1420/2023
EPI2132616,2022,Aves,A/sandwich tern/Germany-NI/AI03180/2022
EPI3313146,2022,Aves,A/Common_Goldeneye/QC/FAV-1453-3/2022
EPI2560103,2022,Aves,A/gray_heron/Spain/4836-1_23VIR1687-15/2022
EPI2751923,2023,Galliformes,A/chicken/Niigata/22C6T/2023
EPI2671479,2023,Charadriiformes,A/mediterranean_gull/Spain/2886-14-2023_23VIR6502-31/2023
EPI2745258,2022,Aves,A/pelican/Peru/PIU-SER013/2022
EPI2671471,2023,Aves,A/caspian_tern/Spain/2848-13-2023_23VIR6502-30/2023
EPI3543998,2024,Aves,A/chicken/North Carolina/24-009286-001-original/2024
EPI2614054,2023,Aves,A/great horned owl/California/23-009156-002/2023
EPI3543990,2024,Aves,A/domestic goose/Maine/24-007946-002-original/2024
EPI3625386,2024,Artiodactyla,A/dairy cow/USA/24_029618-003/2024
EPI1946391,2021,Anseriformes,A/goose/Netherlands/21039364-002/2021
EPI2140217,2021,Galliformes,A/chicken/Italy/21VIR10264/2021
EPI2132607,2022,Aves,A/sandwich tern/Germany-MV/AI03131/2022
EPI2788390,2022,Aves,A/hooded crane/Kagoshima/KU-12/2022 (H5N1)
EPI2132605,2021,Galliformes,A/chicken/South Africa/690841/2021 (H5N1)
EPI3305528,2022,Aves,A/Coopers_Hawk/MB/FAV-0469-11/2022
EPI2751915,2023,Galliformes,A/chicken/Niigata/22C3T/2023
EPI3313130,2022,Aves,A/Duck/ON/FAV-1203-2/2022
EPI3305520,2022,Aves,A/Coopers_Hawk/MB/FAV-0469-10/2022
EPI2540512,2021,Aves,A/duck/Korea/H621/2021
EPI2614046,2023,Aves,A/golden eagle/California/23-009156-001/2023
EPI2745242,2022,mammal,A/dolphin/Peru/PIU-SER002/2022
EPI3543982,2024,Aves,A/chicken/Oregon/24-007557-001-original/2024
EPI1946383,2021,Anseriformes,A/greylag goose/Netherlands/21038417-001/2021
EPI2788382,2022,Aves,A/hooded crane/Kagoshima/KU-11/2022 (H5N1)
EPI3625372,2024,Artiodactyla,A/dairy cow/USA/24_028969-016/2024
EPI2751907,2023,Galliformes,A/chicken/Niigata/22B9T/2023
EPI2671456,2023,Charadriiformes,A/mediterranean_gull/Spain/2842-15-2023_23VIR6502-29/2023
EPI3571162,2024,Passeriformes,A/sanderling/Virginia/W24-190K/2024
EPI3298804,2022,Aves,A/Red-Tailed_Hawk/QC/FAV-0283-2/2022
EPI2614038,2023,Aves,A/great horned owl/Colorado/23-007822-001/2023
EPI2745234,2023,mammal,A/South American Sea Lion/Peru/LIM-SER036/2023
EPI3543974,2024,Aves,A/turkey/South Dakota/24-007379-001-original/2024
EPI2606425,2022,Galliformes,A/chicken/Ohio/OH22-20542-2/2022
EPI2856859,2023,Aves,A/Cooper_s_Hawk/BC/AIVPHL-1243/2023
EPI1946375,2021,Anseriformes,A/mute swan/Netherlands/21039824-002/2021
EPI3625366,2024,Artiodactyla,A/dairy cow/USA/24_029619-001/2024
EPI2614030,2023,Aves,A/red-tailed hawk/Colorado/23-008901-001/2023
EPI2856854,2023,Aves,A/Red_Tailed_Hawk/BC/AIVPHL-1419/2023
EPI3313114,2022,Aves,A/Blue-Winged_Teal/AB/FAV-1258-18/2022
EPI3305504,2022,Aves,A/Common_Raven/AB/FAV-0918-34/2022
EPI2671448,2023,Aves,A/common_tern/Spain/2774-12-2023_23VIR6502-25/2023
EPI2745226,2023,mammal,A/south american sea lion/Peru/AQP-SER00B/2023
EPI1946367,2021,Anseriformes,A/mute swan/Netherlands/21039841-002/2021
EPI2745220,2023,mammal,A/south american sea lion/Peru/AQP-SER00R/2023
EPI2614022,2023,Aves,A/red-tailed hawk/Iowa/23-008517-001/2023
EPI2788366,2022,Aves,A/hooded crane/Kagoshima/KU-9/2022 (H5N1)
EPI3625350,2024,Artiodactyla,A/dairy cow/USA/24_029620-002/2024
EPI2075690,2022,Aves,A/gannet/Scotland/3/2022
EPI3571146,2024,Aves,A/red-tailed hawk/Virginia/W24-248F/2024
EPI3487446,2023,Galliformes,A/chicken/Russia/540-10/2023
PQ667110,2024,cat,A/cat/MI/24-011659-003-original/2024
EPI2868809,2023,Aves,A/swan/Texas/23-030412-001/2023
EPI2129895,2022,Galliformes,A/chicken/England/103907/2022
EPI2745212,2023,mammal,A/south american sea lion/Peru/AQP-SER00K/2023
EPI2614014,2023,Aves,A/sanderling/Oregon/23-008234-001/2023
EPI1946351,2021,Anseriformes,A/greylag goose/Netherlands/21039746-002/2021
EPI3625342,2024,Artiodactyla,A/dairy cow/USA/24_030031-001/2024
EPI2075682,2022,Aves,A/great_skua/Scotland/5/2022
EPI3571138,2024,Falconiformesiformesn,A/peregrine falcon/Virginia/W24-219E/2024
EPI3487434,2023,Aves,A/emy/Russia/372-2/2023
EPI2671424,2023,Aves,A/sandwich_tern/Spain/2713-25-2023_23VIR6502-22/2023
EPI2129886,2022,Anseriformes,A/domestic_duck/England/100990/2022
EPI3194391,2024,Galliformes,A/chicken/Czech_Republic/3137-1/2024
EPI3543942,2024,Aves,A/poultry/Ohio/24-005906-002-original/2024
EPI2856827,2023,Aves,A/Great_Horned_Owl/BC/AIVPHL-1242/2023
EPI1946343,2021,Charadriiformes,A/sanderling/Netherlands/21039528-002/2021
EPI3625334,2024,Artiodactyla,A/dairy cow/USA/24_030031-002/2024
EPI1815142,2020,Aves,A/Eurasian_wigeon/Italy/20VIR7301-206/2020
EPI2075674,2022,Aves,A/tawny_owl/England/113433/2022
EPI2856821,2023,Aves,A/Cooper_s_Hawk/BC/AIVPHL-1433/2023
EPI590116,2014,Galliformes,A/chicken/Tonghai/802/2014
EPI2129878,2022,Galliformes,A/chicken/England/098080/2022
EPI590115,2014,Galliformes,A/chicken/Tonghai/5/2014
EPI590113,2014,Galliformes,A/chicken/DaLi/502/2014
EPI590112,2014,Galliformes,A/chicken/DaLi/302/2014
EPI590111,2014,Galliformes,A/chicken/AnNing/6/2014
EPI590110,2014,Galliformes,A/chicken/AnNing/4/2014
EPI3625327,2024,Artiodactyla,A/dairy cow/USA/24_030584-001/2024
EPI2075666,2022,Galliformes,A/turkey/England/081490/2022
EPI2233146,2022,Aves,A/Pheasant/Wales/394561/2022
EPI3067535,2024,Anseriformes,A/mute swan/Croatia/9-1/2024
EPI590109,2014,Galliformes,A/chicken/AnNing/1/2014
EPI3571114,2024,Aves,A/horned grebe/Virginia/W24-248B/2024
EPI2637553,2022,Aves,A/peregrine falcon/Germany-SH/AI01386/2022
EPI1838697,2020,Anseriformes,A/greylag goose/Netherlands/20019685-002/2020
EPI2129863,2022,Aves,A/Eurasian Spoonbill/Netherlands/4/2022
EPI3543926,2024,Aves,A/peacock/Indiana/24-005716-006-original/2024
EPI3625319,2024,Artiodactyla,A/dairy cow/USA/24_028975-001/2024
EPI2376304,2022,Aves,A/Cormorant/Namibia/141/2022
EPI2075658,2022,Galliformes,A/turkey/England/081395/2022
EPI2906650,2022,Charadriiformes,A/black headed seagull/France/CHUT-1200R2/2022
EPI2075650,2022,Accipitriformes,A/buzzard/Scotland/043118/2022
EPI2071296,2021,Charadriiformes,A/black-headed_gull/England/386075/2021
EPI3350905,2024,Struthioniformes,A/Swift tern/South Africa/24040179/2024 (H5N1)
EPI3571106,2024,Aves,A/horned grebe/Virginia/W24-248A/2024
EPI3312698,2022,Aves,A/Mallard/AB/FAV-1258-14/2022
EPI2233130,2022,Anseriformes,A/Greylag_goose/England/118319/2022
EPI3312690,2022,Aves,A/Canada_Goose/ON/FAV-1193-4/2022
EPI3543918,2024,Aves,A/chicken/Indiana/24-005716-002-original/2024
EPI1946311,2021,Galliformes,A/chicken/Netherlands/21040808-001-005/2021
EPI2075642,2022,Anseriformes,A/goose/Scotland/031099/2022
EPI2233122,2022,Anseriformes,A/Domestic_Duck/England/144945/2022
PP862902,2024,Charadriiformes,A/sanderling/Virginia/W24-190K/2024
EPI2071280,2021,Galliformes,A/chicken/England/061210/2021
EPI687431,2015,Galliformes,A/chicken/Slemani/1/2015
EPI2264299,2022,Aves,A/turkey/Utah/22-031721-004/2022
EPI3194351,2024,Galliformes,A/chicken/Czech_Republic/3458-4/2024
EPI2129840,2022,Galliformes,A/Gallus_gallus/Belgium/9548_0001/2022
EPI2744798,2023,Aves,A/arctic_tern/Scotland/092455/2023
EPI1946303,2021,Galliformes,A/chicken/Netherlands/21039901-001-005/2021
EPI2264291,2022,Aves,A/chicken/Michigan/22-032218-001/2022
EPI2613598,2023,Aves,A/red-tailed hawk/Colorado/23-005080-001/2023
EPI2788302,2023,Aves,A/hooded crane/Kagoshima/KU-267/2023 (H5N1)
EPI2075634,2021,Anseriformes,A/Barnacle_goose/Scotland/072152/2021
EPI2613590,2023,Aves,A/great horned owl/Montana/23-004958-001/2023
EPI3324642,2022,Aves,A/snowy owl/Alaska/22-022807-001/2022
EPI2233114,2022,Anseriformes,A/domestic_duck/England/152473/2022
EPI2637529,2022,Aves,A/white-tailed eagle/Germany-MV/AI02794/2022
EPI2071272,2021,Galliformes,A/turkey/England/059870/2021
EPI2129832,2022,mammal,A/Vulpes_vulpes/Belgium/9031_0008/2022
EPI1957897,2021,Galliformes,A/chicken/Tyumen/33-45V/2021
EPI2744786,2023,Charadriiformes,A/black-headed gull/Sweden/SVA230621SZ0030/FB002052/H-2023
EPI2613582,2023,Aves,A/American crow/New York/23-004806-001/2023
EPI3324634,2022,Anseriformes,A/snow goose/Alaska/22-017364-001/2022
EPI2233106,2022,Galliformes,A/turkey/England/152353/2022
EPI2071264,2021,Accipitriformes,A/common_buzzard/England/300284/2021
EPI2129824,2022,Charadriiformes,A/Larus_argentatus/Belgium/9013_0001/2022
EPI2764350,2023,Charadriiformes,A/Chroicocephalus_ridibundus/Belgium/04872_0003/2023
EPI2264275,2022,Galliformes,A/chicken/Arkansas/22-031667-003/2022
EPI2744778,2023,Charadriiformes,A/black-headed gull/Sweden/SVA230621SZ0030/FB002054/H-2023
EPI1957880,2021,Anseriformes,A/duck/Saratov/29-2V/2021
EPI2188180,2022,Accipitriformes,A/bald eagle/Florida/W22-153B/2022
EPI2613574,2023,Aves,A/great horned owl/Colorado/23-004706-001/2023
EPI2744770,2023,Charadriiformes,A/black-headed gull/Sweden/SVA230621SZ0030/FB002054/H-2023
EPI3324625,2022,Anseriformes,A/American wigeon/Alaska/22-034097-007/2022
EPI2071256,2021,Galliformes,A/chicken/England/59973/2021
EPI3582663,2024,Artiodactyla,A/dairy cow/Colorado/24_022159-003/2024
EPI2352324,2022,Aves,A/Peregrine falcon/Netherlands/1/2022
EPI2129816,2022,mammal,A/Vulpes_vulpes/Belgium/8660_0016/2022
EPI2764342,2023,mammal,A/Vulpes_vulpes/Belgium/04757_0004/2023
EPI2264267,2022,Aves,A/chicken/Arkansas/22-031676-001/2022
EPI1957872,2021,Anseriformes,A/goose/Rostov-on-Don/28-1V/2021
EPI2075609,2022,Galliformes,A/chicken/Scotland/078873/2022
EPI104778,2004,Galliformes,A/chicken/Kulon Progo/BBVet-XII-2/2004
EPI2613566,2023,Aves,A/magpie/Colorado/23-004705-001-/2023
EPI2744762,2023,Charadriiformes,A/black-headed gull/Sweden/SVA230621SZ0030/FB002055/H-2023
EPI2075601,2022,Anseriformes,A/domestic_duck/England/073865/2022
EPI2071248,2021,Galliformes,A/turkey/England/059498/2021
EPI3409998,2024,Artiodactyla,A/dairy cow/Idaho/24_013170-006/2024
EPI3299276,2022,Aves,A/Snowy_Owl/ON/FAV-0242-2/2022
EPI3582653,2024,Artiodactyla,A/dairy cow/Colorado/24_020284-004/2024
EPI2071240,2021,Galliformes,A/turkey/England/059407/2021
EPI3312642,2022,Aves,A/Mallard/AB/FAV-1258-11/2022
EPI2764334,2023,Charadriiformes,A/Chroicocephalus_ridibundus/Belgium/04695_0001/2023
PP770446,2023,Corvidae,A/crow/Kansas/W23-968A/2023
EPI2264251,2022,Aves,A/chicken/Florida/22-031859-001/2022
EPI2613558,2023,Aves,A/black vulture/Virginia/23-004611-001/2023
EPI2613550,2023,Aves,A/Cooper's hawk/New Mexico/23-004581-001/2023
EPI3299268,2022,Aves,A/Snow_Goose/SK/FAV-0575-41/2022
EPI3324601,2022,Aves,A/Arctic tern/Alaska/22-020952-002/2022
EPI3312634,2022,Aves,A/Green-Winged_Teal/AB/FAV-1258-12/2022
EPI2764326,2022,Anseriformes,A/Branta_canadensis/Belgium/13393_0002/2022
EPI2576494,2023,Charadriiformes,A/black-headed gull/Austria/23040809-002/2023
EPI2264243,2022,Aves,A/turkey/Michigan/22-031751-001/2022
EPI2613542,2023,Aves,A/brown pelican/Florida/23-004148-001/2023
EPI3451438,2023,Anseriformes,A/duck/Bangladesh/59598/2023
EPI3409975,2024,Artiodactyla,A/dairy cow/Idaho/24_013170-012/2024
EPI2071224,2021,Anseriformes,A/barnacle_goose/Scotland/062003/2021
EPI2232698,2022,Galliformes,A/chicken/England/138249/2022
EPI3312626,2022,Aves,A/Great_Horned_Owl/ON/FAV-1277-1/2022
EPI3299252,2022,Aves,A/Mixed/ON/FAV-0209-1/2022
EPI3451432,2023,Anseriformes,A/duck/Bangladesh/59601/2023
EPI2576486,2023,Charadriiformes,A/black-headed gull/Austria/23033899-002/2023
EPI2232690,2022,Galliformes,A/chicken/England/138155/2022
EPI1957847,2021,Galliformes,A/chicken/Tyumen/27-31V/2021
EPI2264235,2022,Aves,A/swan/Oklahoma/22-031912-001/2022
EPI2744738,2023,Aves,A/common magpie/Sweden/SVA230622SZ0223/FB002088/AB-2023
EPI3409967,2024,Galliformes,A/turkey/Michigan/24-012707-001/2024
EPI2071216,2021,Anseriformes,A/domestic_goose/England/059141/2021
EPI3451425,2023,Anseriformes,A/duck/Bangladesh/59602/2023
EPI3299244,2022,Aves,A/Canada_Goose/QC/FAV-0618-1/2022
EPI2576478,2023,Charadriiformes,A/black-headed gull/Austria/23030829-001/2023
EPI2232682,2022,Galliformes,A/chicken/England/138092/2022
EPI1957839,2021,Anseriformes,A/duck/Omsk/19-5V/2021
EPI2764302,2022,Charadriiformes_marinus,A/Larus_marinus/Belgium/13129_0002/2022
EPI2576470,2023,Charadriiformes,A/black-headed gull/Austria/23025916-001/2023
EPI2264227,2022,Aves,A/chicken/Florida/22-031886-002/2022
EPI2799832,2023,Galliformes,A/chicken/Denmark/07430-3/2023-09-26
EPI3409959,2024,Aves,A/hawk/USA/24-012607-001/2024
EPI2664277,2023,mammal,A/sea lion/Peru/AQP-SER00R/2023
EPI2071208,2021,Galliformes,A/turkey/England/059231/2021
EPI2176160,2021,Suliformes,A/Cape cormorant/South Africa/21090179C/2021
EPI3451417,2023,Anseriformes,A/duck/Bangladesh/59603/2023
EPI3299236,2022,Aves,A/Canada_Goose/AB/FAV-0505-2/2022
EPI2017778,2021,Aves,A/fish_eagle/Botswana/1338/2021
EPI2232674,2022,Galliformes,A/turkey/England/137992/2022
EPI2576462,2023,Anseriformes,A/domestic duck/Austria/23011278-027/2023
EPI2264219,2022,Aves,A/Egyptian goose/Florida/22-031886-001/2022
EPI2017771,2021,Aves,A/Dove/Botswana/2334/2021
EPI2017770,2021,Aves,A/Dove/Botswana/2097/2021
EPI2857282,2023,Aves,A/Hooded_Merganser/BC/AIVPHL-1447/2023
EPI1957822,2021,Anseriformes,A/duck/Omsk/19-2V/2021
EPI2752326,2023,Galliformes,A/guinea fowl/Ibaraki/22D2T/2023
EPI2799824,2023,Anseriformes,A/Eurasian_teal/Denmark/08501-7/2023-11-07
EPI2664269,2023,mammal,A/sea lion/Peru/AQP-SER00K/2023
EPI2082797,2022,Aves,A/Common Tern/Netherlands/3/2022
EPI2507074,2022,Anseriformes,A/duck/Minnesota/AV22-632/2022
EPI2176152,2021,Galliformes,A/chicken/South Africa/412381/2021 (H5N1)
EPI3451409,2023,Anseriformes,A/duck/Bangladesh/59648/2023
EPI3299228,2022,Aves,A/American_Crow/NS/FAV-0467-1/2022
EPI2664262,2023,mammal,A/sea lion/Peru/AQP-SER00B/2023
EPI3236506,2022,Falconiformesiformesn,A/peregrine falcon/NewYork/160820/2022
EPI2232666,2022,Anseriformes,A/domestic_duck/England/137940/2022
EPI3582601,2024,Anseriformes,A/teal/Italy/24VIR8227-74/2024
EPI3451401,2023,Anseriformes,A/duck/Bangladesh/59650/2023
EPI2576454,2023,Anseriformes,A/domestic duck/Austria/23011278-023/2023
EPI1957814,2021,Anseriformes,A/duck/Omsk/19-1V/2021
EPI2752318,2023,Galliformes,A/quail/Saitama/22D10C/2023
EPI2264203,2022,Aves,A/turkey/California/22-032159-001/2022
EPI2752310,2022,Galliformes,A/duck/Wakayama/22A6T/2022
EPI2507066,2022,Aves,A/blue-winged teal/Minnesota/AV22-680/2022
EPI2176144,2021,Galliformes,A/chicken/South Africa/412380/2021 (H5N1)
EPI2082781,2022,Aves,A/Sandwich Tern/Netherlands/9/2022
EPI2232658,2022,Galliformes,A/turkey/England/137861/2022
EPI3299212,2022,Aves,A/Snow_Goose/SK/FAV-0268-13/2022
EPI2576446,2023,Anseriformes,A/duck/Austria/23011160-001/2023
EPI2017755,2021,Galliformes,A/chicken/Botswana/2248-A/2021
PQ377911,2024,Artiodactyla,A/cattle/CO/24-018028-015-original/2024
EPI3599491,2024,Artiodactyla,A/dairy cow/USA/24_027657-001/2024
EPI2232650,2022,Galliformes,A/turkey/England/137790/2022
EPI2752302,2022,Galliformes,A/duck/Wakayama/22A3T/2022
EPI2176136,2021,Galliformes,A/chicken/South Africa/MAB/2021 (H5N1)
EPI2507057,2022,Anseriformes,A/goose/Virginia/W22-773/2022
EPI1988977,2022,Anseriformes,A/Anser_anser/Belgium/1809_0002/2022
EPI2082773,2022,Aves,A/Black-headed gull/Netherlands/9/2022
EPI2507050,2023,Aves,A/black vulture/Louisiana/W23-118/2023
EPI3299204,2022,Aves,A/Snow_Goose/SK/FAV-0268-12/2022
EPI3599483,2024,Artiodactyla,A/dairy cow/USA/24_027658-001/2024
EPI2576430,2023,Anseriformes,A/swan/Austria/23007285-001/2023
EPI2220677,2022,Aves,A/White_stork/Spain/3438-3_22VIR10586-7/2022
EPI2857251,2023,Aves,A/Mallard/BC/AIVPHL-1446/2023
EPI328886,2008,Anseriformes,A/duck/Eastern China/108/2008
EPI3409919,2024,Carnivora,A/red fox/Michigan/24-013016-004/2024
EPI2082765,2022,Aves,A/Black-headed gull/Netherlands/8/2022
EPI2507042,2022,Aves,A/blue-winged teal/Minnesota/UGAI22-3611/2022
EPI2664231,2022,Aves,A/pelican/Peru/PIU-013/2022
EPI3409911,2024,Carnivora,A/red fox/Michigan/24-013016-005/2024
EPI3494516,2024,Galliformes,A/chicken/Colorado/24-020796-010/2024
EPI2576422,2023,Anseriformes,A/coscoroba swan/Austria/23005657-003/2023
EPI2907093,2023,Falconiformes,A/Falco_peregrinus/Belgium/12002_0004/2023
EPI2220669,2022,Aves,A/Northern_gannet/Spain/3372-12_22VIR10586-6/2022
EPI3309880,2022,Aves,A/Common_Murre/NL/FAV-0862-7/2022
EPI2507035,2022,Aves,A/black vulture/Georgia/W22-1056A/2022
EPI2560095,2022,Aves,A/gray_heron/Spain/4688-3_23VIR1687-13/2022
EPI2082757,2022,Aves,A/Black-headed gull/Netherlands/7/2022
EPI1941458,2021,Anseriformes,A/greylag goose/Netherlands/21039376-001/2021
EPI3599467,2024,Artiodactyla,A/dairy cow/USA/24_027805-001/2024
EPI2263794,2022,Aves,A/chicken/Oklahoma/22-033558-001/2022
EPI2507027,2022,Aves,A/blue-winged teal/Texas/UGAI22-2961/2022
EPI2560087,2022,Aves,A/seagull/Spain/4621-1_23VIR1687-12/2022
EPI2664215,2023,mammal,A/Sea Lion/Peru/LIM-SER036/2023
EPI2082741,2022,Aves,A/Greylag Goose/Netherlands/8/2022
EPI1941442,2021,Anseriformes,A/goose/Netherlands/21039029-001/2021
EPI3599451,2024,Artiodactyla,A/dairy cow/USA/24_027807-001/2024
EPI2317992,2022,Galliformes,A/chicken/Hokkaido/HU-E001/2022
EPI2857221,2023,Aves,A/Red_Tailed_Hawk/BC/AIVPHL-1445/2023
EPI2140199,2021,Galliformes,A/chicken/Italy/21VIR10263/2021
EPI2263786,2022,Aves,A/chicken/Virginia/22-033680-002/2022
EPI2560079,2023,Aves,A/Eurasian_eagle-owl/Slovenia/142_23VIR1977-6/2023
EPI2507018,2022,Aves,A/blue-winged teal/Texas/UGAI22-3190/2022
EPI2664207,2022,Aves,A/sanderling/Peru/PIU-005/2022
EPI2507011,2023,Accipitriformes,A/eagle/Virginia/W22-101/2023
EPI2560071,2023,Anseriformes,A/black_swan/Slovenia/137_23VIR1977-5/2023
EPI2751891,2022,Galliformes,A/chicken/Niigata/22A10C/2022
EPI2540496,2021,Aves,A/duck/Korea/H609/2021
EPI2132573,2022,Aves,A/northern goshawk/Germany-BB/AI01628/2022
EPI2140181,2021,Galliformes,A/chicken/Italy/21VIR10357/2021
EPI2263770,2022,Aves,A/chicken/South Dakota/22-033852-001/2022
EPI2507003,2023,mammal,A/striped skunk/Kansas/W23-094/2023
EPI2560063,2023,Anseriformes,A/mute_swan/Slovenia/124_23VIR1977-4/2023
EPI2751884,2022,Galliformes,A/chicken/Nagasaki/22A6T/2022
EPI3462937,2024,Artiodactyla,A/dairy cow/Texas/USL_042/2024
EPI3649286,2024,Artiodactyla,A/dairy cow/USA/24_032026-001/2024
EPI1941426,2021,Anseriformes,A/greylag goose/Netherlands/21038942-001/2021
EPI2540488,2021,Aves,A/duck/Korea/H608/2021
EPI2464394,2023,Anseriformes,A/pink-footed_goose/England/398366/2023
EPI2325584,2022,Anseriformes,A/duck/France/22P025078/2022
EPI2220629,2022,Aves,A/laying_hen/Spain/3135-17_22VIR10586-1/2022
EPI3243674,2024,Accipitriformes,A/Buzzard/Norway/2024-07-136/2024
EPI2220621,2022,Carnivora,A/Mink/Spain/3691-3_22VIR10586-9/2022
EPI2132564,2022,Aves,A/northern gannet/Germany-SH/AI03498/2022
EPI2263762,2022,Aves,A/turkey/Utah/22-033909-001/2022
EPI2560055,2023,Anseriformes,A/mute_swan/Slovenia/6_23VIR1977-3/2023
EPI2751876,2022,Galliformes,A/chicken/Nagasaki/22A13C/2022
EPI2082717,2022,Aves,A/Greylag Goose/Netherlands/5/2022
EPI3462929,2024,Artiodactyla,A/dairy cow/Texas/MP10/2024
EPI2706421,2022,Galliformes,A/turkey/Minnesota/USDA-010771-005/2022
EPI1941418,2021,Aves,A/grey heron/Netherlands/21038941-001/2021
EPI3305480,2022,Aves,A/Bald_Eagle/MB/FAV-0469-12/2022
EPI3462921,2024,Artiodactyla,A/dairy cow/Texas/MP09/2024
EPI2464386,2023,Aves,A/common_buzzard/England/122650/2023
EPI1941410,2021,Anseriformes,A/goose/Netherlands/21038940-002/2021
EPI2540472,2021,Aves,A/chicken/Korea/H590/2021
EPI3298772,2022,Aves,A/Mixed/ON/FAV-0179-11/2022
EPI2220613,2022,Carnivora,A/Mink/Spain/3691-2_22VIR10586-8/2022
EPI3309832,2022,Aves,A/Common_Murre/NL/FAV-0862-1/2022
EPI2263754,2022,Aves,A/turkey/Minnesota/22-033929-001/2022
EPI2560047,2022,Anseriformes,A/rural_goose/Italy/22VIR11820-5/2022
EPI2751868,2023,Galliformes,A/chicken/Miyazaki/22C1T/2023
EPI2082709,2022,Aves,A/Greylag Goose/Netherlands/4/2022
EPI3567870,2024,Anseriformes,A/duck/Jiangxi/631/2024
EPI3305472,2022,Aves,A/Turkey_Vulture/QC/FAV-0957-1/2022
EPI2751860,2023,Galliformes,A/chicken/Miyazaki/22C10T/2023
EPI2464378,2023,Aves,A/black-headed_gull/England/257241/2023
EPI1941402,2021,Anseriformes,A/mute swan/Netherlands/21039202-001/2021
EPI3298764,2022,Aves,A/Mixed/ON/FAV-0179-10/2022
EPI2464370,2023,Anseriformes,A/greylag_goose/England/321390/2023
